id,name,status,temperature,stockThreshold,openTime,closeTime,installedDate,lastCheckupDate,nextCheckupDate,lowStockItems,outStockItems,position,city,country
393,Machine 393,active,5,100,00:00,21:59,2024-01-09T12:17:50.528Z,2024-01-14T18:01:59.485Z,2024-02-22T00:48:48.067Z,19,4,"5.1610886787605175,98.26205348887527",Bangkok,Thailand
394,Machine 394,active,5,100,03:00,18:59,2023-09-07T23:20:16.576Z,2023-11-07T20:32:25.291Z,2024-03-04T01:08:44.644Z,15,4,"12.014620036859146,97.38874097506971",Bangkok,Thailand
395,Machine 395,inactive,5,100,02:00,19:59,2023-12-09T16:25:49.158Z,2023-12-30T05:13:22.841Z,2024-03-04T02:46:21.239Z,5,4,"13.15912396139859,100.46421624633183",Bangkok,Thailand
396,Machine 396,active,5,100,06:00,22:59,2023-08-11T19:37:49.567Z,2023-10-19T22:50:58.076Z,2024-02-15T16:27:03.447Z,1,0,"20.022773865473184,110.13351319790183",Bangkok,Thailand
397,Machine 397,inactive,5,100,04:00,18:59,2023-09-14T16:28:00.186Z,2023-12-30T12:38:53.739Z,2024-02-20T23:02:00.280Z,19,0,"16.316683716448246,110.69766078085706",Bangkok,Thailand
398,Machine 398,active,5,100,04:00,18:59,2023-10-06T21:48:02.074Z,2023-10-23T05:46:03.645Z,2024-02-20T13:08:53.422Z,10,2,"19.711465900421192,103.94919351385818",Bangkok,Thailand
399,Machine 399,active,5,100,04:00,18:59,2023-12-04T18:31:33.836Z,2024-01-11T22:22:09.822Z,2024-02-24T13:37:47.078Z,5,2,"18.65657511713657,92.5136758159565",Bangkok,Thailand
400,Machine 400,inactive,5,100,04:00,19:59,2023-12-08T03:06:23.701Z,2023-12-19T12:32:12.866Z,2024-02-20T18:14:51.430Z,17,3,"15.161026781014188,90.46687966297975",Bangkok,Thailand
401,Machine 401,inactive,5,100,04:00,19:59,2023-07-27T09:12:31.831Z,2023-11-30T18:14:32.739Z,2024-03-04T15:26:12.614Z,14,0,"17.850711373367346,94.88572674720308",Bangkok,Thailand
402,Machine 402,active,5,100,06:00,22:59,2023-09-13T19:28:07.683Z,2023-12-03T07:44:51.299Z,2024-03-02T18:03:25.151Z,19,5,"15.902809905956236,104.45051363957396",Bangkok,Thailand
403,Machine 403,inactive,5,100,03:00,20:59,2024-01-27T03:43:12.597Z,2024-01-29T23:38:04.202Z,2024-02-16T22:57:09.987Z,9,3,"21.14739591413955,98.72601763789328",Bangkok,Thailand
404,Machine 404,inactive,5,100,05:00,18:59,2023-07-31T02:36:31.529Z,2023-11-15T01:33:59.178Z,2024-02-13T03:11:57.403Z,10,5,"12.671189180412377,94.17573293413113",Bangkok,Thailand
405,Machine 405,inactive,5,100,06:00,22:59,2023-08-12T22:05:40.447Z,2024-01-13T16:30:21.730Z,2024-02-20T16:22:35.241Z,6,5,"12.57626387443417,101.03630133151023",Bangkok,Thailand
406,Machine 406,inactive,5,100,01:00,22:59,2024-01-22T09:11:09.232Z,2024-01-22T17:21:35.053Z,2024-02-25T20:51:54.034Z,14,1,"9.71470066054731,112.99136507077696",Bangkok,Thailand
407,Machine 407,inactive,5,100,00:00,21:59,2023-10-13T19:57:01.731Z,2023-11-11T10:10:54.705Z,2024-03-04T14:19:56.506Z,15,0,"14.946652476584333,99.50764439061095",Bangkok,Thailand
408,Machine 408,inactive,5,100,05:00,19:59,2023-07-21T01:13:31.604Z,2023-12-21T07:49:57.251Z,2024-03-02T16:07:32.804Z,16,0,"10.32828363410628,94.79023336884654",Bangkok,Thailand
409,Machine 409,active,5,100,03:00,20:59,2023-09-11T16:26:12.259Z,2024-01-20T04:46:34.550Z,2024-02-29T23:14:30.863Z,2,0,"14.558231549557688,112.94323501684073",Bangkok,Thailand
410,Machine 410,inactive,5,100,06:00,22:59,2023-06-13T03:09:14.951Z,2023-07-11T10:46:58.004Z,2024-02-17T06:36:43.204Z,19,3,"14.744527536336227,101.08729204197789",Bangkok,Thailand
411,Machine 411,active,5,100,05:00,18:59,2023-06-01T20:50:48.146Z,2023-07-03T15:55:10.204Z,2024-02-18T01:30:58.738Z,5,4,"19.58829726287661,111.78642268918156",Bangkok,Thailand
412,Machine 412,active,5,100,01:00,19:59,2023-09-09T01:16:20.522Z,2023-12-04T22:31:21.321Z,2024-02-16T00:03:54.427Z,9,5,"7.721266571097981,111.1866143300656",Bangkok,Thailand
413,Machine 413,inactive,5,100,02:00,21:59,2023-10-23T17:25:45.305Z,2023-11-29T09:24:23.737Z,2024-02-26T13:11:59.423Z,0,1,"11.292813004601156,101.03408231024423",Bangkok,Thailand
414,Machine 414,active,5,100,04:00,22:59,2023-12-09T06:18:59.328Z,2024-01-12T04:26:13.488Z,2024-02-24T10:34:16.360Z,12,2,"20.313801410163386,106.89214332730762",Bangkok,Thailand
415,Machine 415,active,5,100,06:00,19:59,2023-07-07T21:34:56.195Z,2023-07-31T11:18:32.531Z,2024-02-28T19:04:47.003Z,0,3,"21.956338931654763,106.1943257824596",Bangkok,Thailand
416,Machine 416,active,5,100,02:00,23:59,2023-12-14T15:33:01.470Z,2023-12-16T13:40:44.321Z,2024-02-23T01:18:56.802Z,7,0,"9.170991024383778,111.05173757798968",Bangkok,Thailand
417,Machine 417,active,5,100,02:00,23:59,2023-10-16T18:54:26.002Z,2023-10-17T02:57:16.426Z,2024-03-02T11:45:17.334Z,18,2,"11.389154650567697,89.00961587012898",Bangkok,Thailand
418,Machine 418,inactive,5,100,00:00,20:59,2023-11-08T18:52:47.241Z,2023-11-29T19:30:57.935Z,2024-02-17T08:16:18.926Z,10,3,"10.822822786573719,99.3496287043854",Bangkok,Thailand
419,Machine 419,inactive,5,100,06:00,20:59,2023-12-31T07:00:51.564Z,2024-01-21T13:47:38.812Z,2024-02-21T05:10:32.761Z,13,5,"14.005176822187305,101.10108941936323",Bangkok,Thailand
420,Machine 420,inactive,5,100,03:00,19:59,2023-08-06T06:53:01.548Z,2023-11-07T01:07:09.720Z,2024-02-14T02:27:38.061Z,5,4,"11.059669731331526,103.94858106098775",Bangkok,Thailand
421,Machine 421,active,5,100,03:00,18:59,2023-06-21T12:09:29.977Z,2023-11-10T03:50:52.230Z,2024-02-16T18:01:26.687Z,12,0,"12.47616230574411,90.12442040388021",Bangkok,Thailand
422,Machine 422,inactive,5,100,01:00,18:59,2023-10-16T15:22:56.564Z,2024-01-04T23:54:03.578Z,2024-02-17T07:56:43.366Z,7,1,"14.278583975815273,99.89690984354104",Bangkok,Thailand
423,Machine 423,inactive,5,100,05:00,22:59,2023-07-27T20:25:06.095Z,2023-08-29T06:40:12.414Z,2024-02-18T10:07:49.061Z,7,3,"21.7395007084907,105.70138206930187",Bangkok,Thailand
424,Machine 424,inactive,5,100,01:00,22:59,2023-08-24T15:28:24.914Z,2023-09-05T10:40:34.001Z,2024-02-26T09:31:50.357Z,7,4,"13.674059696813451,100.64199055133088",Bangkok,Thailand
425,Machine 425,active,5,100,02:00,20:59,2023-07-26T08:13:47.658Z,2023-11-27T18:15:19.321Z,2024-03-04T04:24:14.233Z,18,2,"24.06562550458311,108.28596020185",Bangkok,Thailand
426,Machine 426,inactive,5,100,00:00,23:59,2023-11-27T13:20:11.199Z,2024-01-04T01:57:22.900Z,2024-03-03T15:06:02.456Z,19,0,"4.500061807859268,93.34529124071207",Bangkok,Thailand
427,Machine 427,inactive,5,100,01:00,18:59,2023-10-23T04:46:28.420Z,2023-11-21T08:41:49.755Z,2024-02-18T17:12:17.743Z,7,5,"3.9194212036652285,100.20238686101652",Bangkok,Thailand
428,Machine 428,active,5,100,02:00,20:59,2023-09-01T22:43:48.201Z,2023-11-18T03:57:45.158Z,2024-03-02T20:43:02.494Z,9,5,"24.746699003778232,100.38631015609963",Bangkok,Thailand
429,Machine 429,inactive,5,100,00:00,23:59,2024-01-24T19:27:53.975Z,2024-01-29T17:55:27.651Z,2024-02-13T18:25:21.804Z,7,0,"13.204680120225031,101.13407714849086",Bangkok,Thailand
430,Machine 430,active,5,100,06:00,18:59,2023-06-23T06:39:42.426Z,2023-07-07T11:03:24.109Z,2024-02-24T22:19:17.298Z,9,1,"9.486954592825693,109.5880358347481",Bangkok,Thailand
431,Machine 431,active,5,100,00:00,20:59,2023-07-02T18:37:28.639Z,2023-10-04T07:14:07.801Z,2024-02-28T05:20:05.488Z,12,4,"10.500731917845632,106.30349413570832",Bangkok,Thailand
432,Machine 432,active,5,100,03:00,23:59,2023-11-22T02:48:02.613Z,2024-01-06T14:20:42.378Z,2024-02-21T11:33:36.408Z,2,2,"14.053541223478808,99.89750774975619",Bangkok,Thailand
433,Machine 433,inactive,5,100,04:00,21:59,2023-09-13T12:15:40.090Z,2023-12-05T16:25:39.780Z,2024-02-25T06:40:56.709Z,9,0,"12.100554133486618,101.61417990652865",Bangkok,Thailand
434,Machine 434,inactive,5,100,01:00,20:59,2023-11-11T19:31:59.048Z,2023-11-27T14:16:00.664Z,2024-02-22T20:04:03.415Z,17,3,"5.40471358455183,100.62556686474693",Bangkok,Thailand
435,Machine 435,active,5,100,06:00,19:59,2023-09-08T02:04:12.207Z,2023-12-11T21:58:21.567Z,2024-02-22T20:18:09.491Z,12,5,"24.284919828561705,102.71046365423376",Bangkok,Thailand
436,Machine 436,active,5,100,04:00,18:59,2023-11-18T04:05:23.324Z,2023-12-07T11:39:22.750Z,2024-02-22T02:38:39.794Z,19,4,"18.728105172081502,112.40767452937598",Bangkok,Thailand
437,Machine 437,active,5,100,01:00,22:59,2023-11-21T12:57:22.661Z,2023-12-29T03:03:11.040Z,2024-02-16T17:42:47.783Z,1,0,"11.445089519563144,102.20550092688336",Bangkok,Thailand
438,Machine 438,active,5,100,00:00,20:59,2023-11-05T06:23:11.506Z,2024-01-20T19:42:54.174Z,2024-02-25T08:27:24.438Z,6,0,"17.95366541520794,110.08943077766514",Bangkok,Thailand
439,Machine 439,inactive,5,100,02:00,19:59,2023-12-10T07:13:28.031Z,2024-01-22T12:02:36.200Z,2024-03-03T16:56:44.529Z,7,5,"3.7507604720182925,92.76493789639483",Bangkok,Thailand
440,Machine 440,active,5,100,00:00,21:59,2023-07-06T02:12:21.980Z,2023-12-09T12:03:26.013Z,2024-02-19T14:46:07.564Z,8,3,"7.2776492953160705,108.94298587798153",Bangkok,Thailand
441,Machine 441,active,5,100,03:00,19:59,2023-12-16T04:39:33.323Z,2023-12-21T04:28:52.422Z,2024-02-25T01:43:53.718Z,19,4,"13.32089330915427,100.0107737443858",Bangkok,Thailand
442,Machine 442,active,5,100,02:00,20:59,2023-10-10T11:54:28.752Z,2023-11-11T08:29:35.512Z,2024-02-19T14:52:19.506Z,16,4,"15.040127893913244,98.72905435926577",Bangkok,Thailand
443,Machine 443,inactive,5,100,02:00,18:59,2023-08-28T21:39:17.265Z,2023-10-05T15:24:12.940Z,2024-02-26T21:48:49.413Z,7,4,"3.1915388931471185,96.05620661407579",Bangkok,Thailand
444,Machine 444,inactive,5,100,01:00,19:59,2024-01-11T18:07:53.626Z,2024-01-24T21:49:08.429Z,2024-02-24T09:47:52.620Z,5,2,"7.415544785351453,94.424229574798",Bangkok,Thailand
445,Machine 445,inactive,5,100,05:00,20:59,2023-08-18T00:20:53.087Z,2023-11-24T07:21:12.497Z,2024-03-02T22:35:10.825Z,20,0,"24.179429760583666,99.23894860120856",Bangkok,Thailand
446,Machine 446,inactive,5,100,03:00,22:59,2023-08-04T14:31:21.834Z,2023-10-10T20:16:40.845Z,2024-02-23T14:53:00.303Z,0,4,"13.549476831138774,103.76703948496822",Bangkok,Thailand
447,Machine 447,inactive,5,100,00:00,22:59,2023-07-28T07:19:42.917Z,2023-08-18T16:40:12.999Z,2024-03-01T21:58:06.314Z,5,3,"4.339727953287056,96.9846793434242",Bangkok,Thailand
448,Machine 448,active,5,100,03:00,18:59,2023-11-28T14:11:16.207Z,2023-12-30T04:07:34.280Z,2024-02-14T04:30:19.276Z,16,1,"16.963583981613876,93.15023277968044",Bangkok,Thailand
449,Machine 449,active,5,100,03:00,23:59,2023-06-26T02:40:16.563Z,2023-08-25T18:08:38.977Z,2024-02-24T23:40:18.448Z,4,4,"16.50168840684663,98.06926556393137",Bangkok,Thailand
450,Machine 450,active,5,100,00:00,19:59,2023-10-21T21:19:21.710Z,2023-10-26T14:26:56.977Z,2024-02-27T19:41:51.355Z,3,1,"13.68258008104161,99.37099612202769",Bangkok,Thailand
451,Machine 451,inactive,5,100,04:00,22:59,2023-10-19T03:32:00.162Z,2024-01-01T17:40:40.011Z,2024-02-24T01:12:42.853Z,7,5,"2.308646166850812,107.18385374614047",Bangkok,Thailand
452,Machine 452,active,5,100,00:00,23:59,2023-07-30T21:51:57.772Z,2023-10-19T23:17:22.459Z,2024-03-04T02:44:51.063Z,18,5,"23.17678478393426,106.57360478296084",Bangkok,Thailand
453,Machine 453,inactive,5,100,01:00,18:59,2023-10-25T06:29:11.863Z,2024-01-20T15:30:06.063Z,2024-02-29T18:06:30.418Z,13,2,"13.312306680951332,96.37716572069871",Bangkok,Thailand
454,Machine 454,active,5,100,02:00,23:59,2023-09-28T14:54:25.651Z,2023-10-13T04:13:12.281Z,2024-02-14T18:03:32.632Z,18,0,"14.138792516750991,100.52322585372599",Bangkok,Thailand
455,Machine 455,inactive,5,100,06:00,19:59,2023-11-13T16:35:04.958Z,2024-01-15T05:40:05.175Z,2024-02-14T21:46:48.293Z,14,3,"15.936521440152665,103.98470625035964",Bangkok,Thailand
456,Machine 456,active,5,100,03:00,21:59,2024-01-19T20:17:36.168Z,2024-01-22T18:59:39.299Z,2024-02-25T19:33:20.721Z,14,3,"14.437399480321352,99.02969673946404",Bangkok,Thailand
457,Machine 457,active,5,100,01:00,21:59,2023-08-18T02:55:17.694Z,2024-01-19T15:01:06.706Z,2024-02-24T10:23:24.159Z,16,2,"14.305951128131987,100.88916410685226",Bangkok,Thailand
458,Machine 458,inactive,5,100,03:00,18:59,2023-08-12T10:46:47.998Z,2023-12-23T14:29:11.435Z,2024-02-21T05:49:21.790Z,7,3,"19.398280729337092,91.4186853499416",Bangkok,Thailand
459,Machine 459,active,5,100,05:00,18:59,2023-09-11T09:25:52.559Z,2023-09-19T19:06:20.195Z,2024-02-15T23:59:56.239Z,12,0,"10.889638983713832,99.72921160389069",Bangkok,Thailand
460,Machine 460,active,5,100,01:00,22:59,2023-12-18T20:46:58.566Z,2024-01-17T11:31:47.496Z,2024-02-25T13:00:37.425Z,14,1,"12.262297762877015,102.8203261559189",Bangkok,Thailand
461,Machine 461,inactive,5,100,02:00,19:59,2023-10-13T08:07:06.252Z,2023-11-22T09:59:49.703Z,2024-02-25T16:25:56.745Z,10,3,"10.912278019637826,98.26853407434965",Bangkok,Thailand
462,Machine 462,active,5,100,00:00,18:59,2023-09-07T00:11:45.773Z,2023-09-16T20:12:52.586Z,2024-02-28T15:46:49.162Z,17,5,"16.120040069304714,88.29003603874753",Bangkok,Thailand
463,Machine 463,active,5,100,05:00,20:59,2023-08-15T17:39:07.736Z,2024-01-17T03:25:35.684Z,2024-02-22T17:31:02.186Z,6,5,"6.746727600029233,91.53547576516598",Bangkok,Thailand
464,Machine 464,inactive,5,100,01:00,20:59,2023-07-21T23:16:22.307Z,2023-11-13T17:28:04.828Z,2024-02-16T02:51:50.013Z,3,5,"12.968869858641643,106.33207504431107",Bangkok,Thailand
465,Machine 465,active,5,100,06:00,23:59,2024-01-12T13:19:46.106Z,2024-01-15T14:07:39.807Z,2024-03-03T11:32:17.932Z,12,1,"5.751302481415678,98.94685840786383",Bangkok,Thailand
466,Machine 466,active,5,100,01:00,22:59,2023-09-12T09:45:03.054Z,2023-11-28T08:02:57.300Z,2024-02-20T20:17:00.075Z,5,0,"17.41800436320489,97.82443461210823",Bangkok,Thailand
467,Machine 467,inactive,5,100,06:00,23:59,2023-09-02T19:18:10.030Z,2023-10-23T08:56:53.367Z,2024-02-14T18:34:50.335Z,11,5,"13.59090166605536,89.46258294264453",Bangkok,Thailand
468,Machine 468,inactive,5,100,00:00,22:59,2023-09-17T23:14:10.834Z,2023-12-08T03:35:29.693Z,2024-02-14T03:20:34.562Z,13,4,"15.22845368233082,100.9751567984033",Bangkok,Thailand
469,Machine 469,active,5,100,01:00,19:59,2023-06-19T12:14:04.589Z,2023-10-15T23:06:57.532Z,2024-03-01T17:49:10.573Z,11,1,"6.556199727368168,105.8647459360119",Bangkok,Thailand
470,Machine 470,active,5,100,01:00,19:59,2024-01-06T23:14:53.503Z,2024-01-08T22:18:12.223Z,2024-02-28T14:53:36.899Z,20,1,"24.561901060938354,99.08360153228",Bangkok,Thailand
471,Machine 471,active,5,100,05:00,19:59,2023-06-01T23:08:26.518Z,2023-10-20T09:45:33.340Z,2024-02-17T08:36:52.518Z,14,4,"15.015372277161829,97.76084256127126",Bangkok,Thailand
472,Machine 472,active,5,100,05:00,23:59,2023-07-07T04:21:53.733Z,2023-09-27T23:41:41.303Z,2024-02-28T05:17:17.227Z,6,4,"15.118358612148052,109.26945381358178",Bangkok,Thailand
473,Machine 473,inactive,5,100,05:00,22:59,2024-01-04T21:34:14.351Z,2024-01-06T18:46:56.958Z,2024-02-18T13:41:51.041Z,19,3,"13.292151915277161,100.47121861248593",Bangkok,Thailand
474,Machine 474,active,5,100,00:00,18:59,2023-08-27T05:40:45.113Z,2024-01-10T13:39:11.402Z,2024-03-02T23:54:42.664Z,13,3,"11.196927668615285,100.54479010387035",Bangkok,Thailand
475,Machine 475,inactive,5,100,01:00,23:59,2023-07-16T09:30:50.771Z,2023-11-28T19:07:03.109Z,2024-02-15T17:39:16.530Z,12,3,"14.901006004726609,98.2853076461065",Bangkok,Thailand
476,Machine 476,active,5,100,02:00,18:59,2023-08-31T14:14:17.625Z,2023-10-02T06:52:26.282Z,2024-03-03T01:36:00.119Z,18,1,"7.170557196503565,89.17501814707805",Bangkok,Thailand
477,Machine 477,inactive,5,100,06:00,20:59,2023-07-26T06:03:10.073Z,2023-09-02T19:37:04.818Z,2024-02-20T14:19:47.199Z,7,0,"13.644395507486726,94.25026144896538",Bangkok,Thailand
478,Machine 478,active,5,100,00:00,23:59,2023-12-12T15:06:59.481Z,2023-12-14T10:15:21.020Z,2024-02-20T19:59:33.966Z,12,4,"7.290202949290487,107.8737525622654",Bangkok,Thailand
479,Machine 479,inactive,5,100,04:00,19:59,2023-06-21T13:26:54.890Z,2023-06-25T08:06:56.113Z,2024-02-17T16:20:47.485Z,9,4,"11.049347428017771,95.72631735908169",Bangkok,Thailand
480,Machine 480,inactive,5,100,06:00,21:59,2024-01-09T21:07:48.493Z,2024-01-25T02:16:41.146Z,2024-02-24T17:04:26.988Z,11,5,"16.46833243984754,101.32775096119087",Bangkok,Thailand
481,Machine 481,inactive,5,100,04:00,21:59,2024-01-27T14:51:39.819Z,2024-01-28T00:43:30.230Z,2024-02-18T08:14:44.659Z,18,1,"13.236372076510017,100.93190665152554",Bangkok,Thailand
482,Machine 482,inactive,5,100,01:00,20:59,2023-12-10T18:39:57.737Z,2024-01-12T04:36:20.313Z,2024-02-22T03:35:24.893Z,4,5,"17.75298139939585,98.95611310607035",Bangkok,Thailand
483,Machine 483,active,5,100,04:00,18:59,2024-01-15T06:22:26.403Z,2024-01-24T20:54:37.012Z,2024-03-01T10:35:32.537Z,7,4,"14.999237913212202,107.38663529368375",Bangkok,Thailand
484,Machine 484,inactive,5,100,00:00,18:59,2024-01-19T13:35:11.235Z,2024-01-23T12:10:33.858Z,2024-02-28T02:21:09.429Z,3,1,"13.648138921106032,100.63475851243493",Bangkok,Thailand
485,Machine 485,inactive,5,100,00:00,20:59,2023-10-18T22:09:30.345Z,2024-01-05T18:13:03.117Z,2024-02-17T04:29:50.069Z,4,0,"15.006721007048053,100.67694179312878",Bangkok,Thailand
486,Machine 486,active,5,100,05:00,21:59,2024-01-09T11:43:41.523Z,2024-01-10T16:52:54.690Z,2024-02-26T04:41:49.907Z,4,2,"14.375052899819483,100.33571965000033",Bangkok,Thailand
487,Machine 487,active,5,100,05:00,22:59,2023-11-02T16:13:14.060Z,2023-11-20T23:19:03.637Z,2024-03-02T18:09:15.617Z,14,1,"19.69300899437889,96.11076142933575",Bangkok,Thailand
488,Machine 488,inactive,5,100,02:00,18:59,2024-01-28T09:48:35.586Z,2024-01-30T05:17:14.314Z,2024-03-03T08:56:08.068Z,20,1,"13.23535131089469,91.50790921179043",Bangkok,Thailand
489,Machine 489,inactive,5,100,00:00,21:59,2023-06-28T00:45:41.180Z,2023-08-20T01:08:08.928Z,2024-02-28T10:28:37.202Z,4,0,"19.84094950721081,110.59207447899507",Bangkok,Thailand
490,Machine 490,inactive,5,100,05:00,19:59,2023-07-18T15:37:40.483Z,2023-10-26T21:57:28.824Z,2024-02-16T02:22:35.154Z,13,4,"12.133412450093399,95.77929137025694",Bangkok,Thailand
491,Machine 491,active,5,100,03:00,18:59,2023-10-23T14:40:25.622Z,2023-12-29T18:58:32.048Z,2024-02-21T02:49:35.072Z,5,2,"6.156888334291387,100.9432634864371",Bangkok,Thailand
492,Machine 492,active,5,100,04:00,21:59,2023-07-25T09:31:33.191Z,2023-08-07T13:51:27.462Z,2024-02-25T03:51:23.666Z,6,2,"21.10220517219711,91.44929278736254",Bangkok,Thailand
493,Machine 493,inactive,5,100,00:00,21:59,2023-11-16T08:00:13.327Z,2023-12-01T19:14:47.278Z,2024-02-17T11:40:17.445Z,13,0,"6.704016265915602,96.91389401659399",Bangkok,Thailand
494,Machine 494,inactive,5,100,02:00,22:59,2023-08-26T20:58:48.356Z,2023-10-07T00:29:09.796Z,2024-02-13T05:10:31.818Z,7,1,"14.709297923250007,101.54693101575322",Bangkok,Thailand
495,Machine 495,inactive,5,100,00:00,23:59,2023-08-01T15:33:00.850Z,2023-10-22T01:19:25.515Z,2024-02-27T07:37:57.938Z,2,5,"13.552447475599731,100.64366884876802",Bangkok,Thailand
496,Machine 496,inactive,5,100,00:00,19:59,2023-10-17T19:41:26.138Z,2023-11-22T21:59:18.169Z,2024-02-13T08:47:32.700Z,5,0,"15.00831942934329,105.5400202014057",Bangkok,Thailand
497,Machine 497,inactive,5,100,00:00,21:59,2023-12-17T19:37:03.055Z,2024-01-01T11:09:53.400Z,2024-02-20T04:51:04.151Z,10,4,"11.531005390002381,93.3691606443681",Bangkok,Thailand
498,Machine 498,inactive,5,100,03:00,20:59,2023-08-27T03:32:36.170Z,2023-11-29T15:45:54.374Z,2024-02-23T01:45:10.783Z,1,0,"4.550967437868081,92.52252268293398",Bangkok,Thailand
499,Machine 499,active,5,100,01:00,23:59,2023-10-28T01:45:07.282Z,2024-01-28T18:14:04.034Z,2024-03-04T05:51:57.276Z,16,5,"16.057516675999384,94.26425917380027",Bangkok,Thailand
500,Machine 500,inactive,5,100,06:00,18:59,2023-06-15T19:07:13.657Z,2024-01-11T14:53:48.273Z,2024-02-28T20:14:58.796Z,13,1,"17.245782950153185,100.45450125589252",Bangkok,Thailand
501,Machine 501,inactive,5,100,04:00,20:59,2023-11-28T23:53:49.530Z,2024-01-03T06:25:19.070Z,2024-02-29T00:44:38.365Z,2,5,"12.938586239468933,87.46184569541902",Bangkok,Thailand
502,Machine 502,active,5,100,06:00,23:59,2023-11-05T01:50:28.909Z,2024-01-27T01:57:33.960Z,2024-03-01T03:38:23.587Z,16,2,"25.724183686804608,97.33614913961298",Bangkok,Thailand
503,Machine 503,active,5,100,02:00,20:59,2023-08-12T00:50:41.866Z,2023-12-09T01:52:08.599Z,2024-02-23T15:12:45.835Z,18,1,"10.71605334510801,105.04404927813823",Bangkok,Thailand
504,Machine 504,active,5,100,03:00,22:59,2023-08-27T11:14:43.633Z,2023-09-23T18:00:41.739Z,2024-02-22T20:06:40.559Z,2,2,"12.269645645203589,90.41475352271868",Bangkok,Thailand
505,Machine 505,inactive,5,100,02:00,22:59,2023-09-14T23:17:27.844Z,2023-10-24T14:59:32.320Z,2024-02-16T06:39:35.599Z,17,0,"9.249043949869446,102.10859609748104",Bangkok,Thailand
506,Machine 506,inactive,5,100,06:00,18:59,2023-12-16T16:40:57.260Z,2024-01-18T19:26:41.335Z,2024-03-02T23:48:47.440Z,17,0,"14.696481660105821,100.19006348348819",Bangkok,Thailand
507,Machine 507,inactive,5,100,06:00,19:59,2023-10-15T18:58:37.819Z,2023-11-18T10:48:00.463Z,2024-02-20T21:29:49.735Z,15,3,"13.685410658402223,108.44584855736912",Bangkok,Thailand
508,Machine 508,active,5,100,01:00,23:59,2023-10-06T10:45:52.399Z,2023-11-14T15:34:04.929Z,2024-02-19T21:23:09.762Z,20,0,"3.386134730704569,94.77173109945102",Bangkok,Thailand
509,Machine 509,active,5,100,02:00,21:59,2023-10-18T19:47:54.651Z,2023-12-25T17:40:53.139Z,2024-02-24T04:12:01.278Z,7,0,"14.069851330746904,92.26505029393229",Bangkok,Thailand
510,Machine 510,active,5,100,00:00,18:59,2023-06-27T03:51:12.286Z,2023-11-05T00:47:44.137Z,2024-02-18T03:56:32.958Z,2,1,"11.479131703083176,95.25246810750366",Bangkok,Thailand
511,Machine 511,active,5,100,06:00,23:59,2023-07-08T08:02:08.601Z,2023-10-05T23:51:32.989Z,2024-02-15T06:28:01.784Z,15,0,"20.625757220453757,96.07971586857775",Bangkok,Thailand
512,Machine 512,inactive,5,100,05:00,22:59,2023-07-09T22:59:27.701Z,2023-08-04T20:05:18.351Z,2024-03-04T10:40:11.659Z,20,0,"13.933416175332907,89.9983282218617",Bangkok,Thailand
513,Machine 513,active,5,100,02:00,23:59,2023-08-11T23:57:32.836Z,2024-01-23T00:42:00.030Z,2024-02-29T02:18:14.279Z,6,5,"8.30654930323198,92.68706120598517",Bangkok,Thailand
514,Machine 514,active,5,100,02:00,23:59,2023-10-23T06:27:30.617Z,2023-11-09T15:18:05.020Z,2024-02-15T05:25:47.191Z,1,2,"6.161366299931551,94.96688705166616",Bangkok,Thailand
515,Machine 515,inactive,5,100,03:00,23:59,2023-11-11T23:10:14.075Z,2023-11-25T18:23:35.062Z,2024-02-24T18:06:18.364Z,14,1,"16.167172005130222,99.95937245108985",Bangkok,Thailand
516,Machine 516,active,5,100,00:00,23:59,2023-11-06T16:00:35.195Z,2023-12-04T01:05:08.603Z,2024-02-29T20:26:23.878Z,1,2,"11.067863110673692,99.72297362473978",Bangkok,Thailand
517,Machine 517,inactive,5,100,05:00,20:59,2023-10-31T00:55:38.563Z,2024-01-10T16:00:46.598Z,2024-02-27T06:02:31.131Z,7,4,"14.599922856010222,101.36997008410549",Bangkok,Thailand
518,Machine 518,inactive,5,100,04:00,23:59,2023-11-30T06:18:49.152Z,2024-01-22T06:53:32.598Z,2024-03-04T06:43:44.496Z,5,4,"13.710084506854846,100.56277852728738",Bangkok,Thailand
519,Machine 519,inactive,5,100,05:00,23:59,2023-10-28T13:36:52.111Z,2023-12-26T21:41:54.890Z,2024-03-02T02:01:37.821Z,19,1,"26.307967410694285,98.79595685443132",Bangkok,Thailand
520,Machine 520,inactive,5,100,02:00,20:59,2023-11-14T09:44:03.260Z,2023-11-20T15:28:53.038Z,2024-02-18T00:48:10.325Z,19,3,"13.229739476680864,100.24050184044859",Bangkok,Thailand
521,Machine 521,inactive,5,100,01:00,23:59,2023-08-16T14:42:35.670Z,2023-09-02T00:06:35.932Z,2024-02-22T14:35:45.437Z,18,1,"14.563068392164228,91.79419277812872",Bangkok,Thailand
522,Machine 522,active,5,100,03:00,18:59,2023-11-15T19:29:32.762Z,2024-01-16T02:45:36.574Z,2024-02-14T12:55:43.585Z,8,3,"6.7123782101302565,94.9801402221616",Bangkok,Thailand
523,Machine 523,inactive,5,100,00:00,18:59,2024-01-29T15:34:28.712Z,2024-01-30T10:28:46.537Z,2024-02-20T03:30:42.732Z,17,0,"11.07523178315816,95.65749033344161",Bangkok,Thailand
